,id_student,login_frequency,total_clicks,activity_std,submission_delay,avg_score,study_status,withdrawal_status,gender,region,highest_education,imd_band,age_band
11539,588411,1332,4644,58.62405542278559,-52.666666666666664,83.77777777777777,finished,didn't withdraw,F,South West Region,Lower Than A Level,60-70%,0-35
11540,588430,5061,10941,73.79733253785207,-2.0252100840336134,67.36974789915966,finished,didn't withdraw,M,North Region,Lower Than A Level,60-70%,0-35
11541,588432,37,103,0.0,-1.0,65.0,finished,didn't withdraw,F,South West Region,A Level or Equivalent,60-70%,0-35
11542,588436,500,1824,79.02125647165435,-48.5,70.25,finished,didn't withdraw,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35
11543,588442,872,4240,49.440873778686395,2.5,64.5,finished,didn't withdraw,M,North Western Region,Lower Than A Level,0-10%,0-35
11544,588459,365,980,27.16691700046851,3.0,61.0,finished,didn't withdraw,F,Wales,Lower Than A Level,40-50%,0-35
11545,588460,3835,16060,49.21187071406737,1.9189189189189189,63.2972972972973,unfinished,late withdrawal,M,East Anglian Region,Lower Than A Level,60-70%,35-55
11546,588464,240,912,33.19708264736973,1.0,37.75,unfinished,late withdrawal,M,East Midlands Region,A Level or Equivalent,60-70%,0-35
11547,588473,2992,9792,67.83312858281957,0.625,91.375,finished,didn't withdraw,M,East Anglian Region,HE Qualification,20-30%,0-35
11548,588474,2056,8712,52.769309262108024,-0.5,88.5,finished,didn't withdraw,M,North Region,Lower Than A Level,10-20,0-35
11549,588477,6130,25915,72.37905916166778,-1.4,76.8,finished,didn't withdraw,M,Yorkshire Region,HE Qualification,20-30%,0-35
11550,588482,7040,23367,75.20624841226216,-2.1940298507462686,78.26865671641791,finished,didn't withdraw,M,North Region,A Level or Equivalent,30-40%,0-35
11551,588484,670,1850,61.803944342023065,4.2,80.7,finished,didn't withdraw,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35
11552,588489,518,1449,37.187724174360184,-16.714285714285715,79.28571428571429,finished,didn't withdraw,F,Yorkshire Region,Lower Than A Level,10-20,0-35
11553,588493,6197,16077,72.31528362455786,-1.6126126126126126,75.3963963963964,finished,didn't withdraw,M,Scotland,HE Qualification,90-100%,0-35
11554,588502,1408,5964,49.440873778686395,-2.0,89.25,finished,didn't withdraw,M,East Midlands Region,Lower Than A Level,10-20,0-35
11555,588505,1050,4102,62.76786501107698,-14.285714285714286,76.71428571428571,finished,didn't withdraw,F,Yorkshire Region,Lower Than A Level,0-10%,35-55
11556,588522,1944,5058,58.62405542278559,-28.666666666666668,85.0,finished,didn't withdraw,F,South East Region,Lower Than A Level,60-70%,35-55
11557,588524,3288,10016,62.20784321591416,-0.17,70.7,finished,didn't withdraw,M,Scotland,HE Qualification,70-80%,0-35
11558,588528,26,44,0.0,10.0,70.0,unfinished,late withdrawal,F,South West Region,Lower Than A Level,30-40%,35-55
11559,588537,150,324,0.0,0.0,49.0,unfinished,normal withdrawal,M,North Western Region,A Level or Equivalent,40-50%,35-55
11560,588540,14413,66402,78.9986503016501,-17.571428571428573,94.0,finished,didn't withdraw,F,Yorkshire Region,A Level or Equivalent,80-90%,35-55
11561,588556,2394,4454,80.77463472468838,-2.442857142857143,53.6,finished,didn't withdraw,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35
11562,588560,492,1904,110.83360030478907,-100.0,81.5,finished,didn't withdraw,M,South East Region,A Level or Equivalent,10-20,0-35
11563,588566,3464,12695,71.70014733392983,-2.6923076923076925,72.76923076923077,finished,didn't withdraw,M,East Midlands Region,A Level or Equivalent,20-30%,35-55
11564,588590,144,520,25.42485156147577,2.0,50.0,finished,didn't withdraw,F,Scotland,HE Qualification,20-30%,0-35
11565,588592,216,453,15.560130046333917,6.333333333333333,54.0,unfinished,late withdrawal,F,Wales,Lower Than A Level,20-30%,0-35
11566,588597,572,2428,103.61342545965687,-108.75,62.5,finished,didn't withdraw,M,Yorkshire Region,A Level or Equivalent,10-20,0-35
11567,588628,23136,92692,82.48820650099007,-56.056603773584904,83.39150943396227,finished,didn't withdraw,M,South West Region,A Level or Equivalent,60-70%,55<=
11568,588642,1826,5225,61.45146293336489,1.1818181818181819,77.45454545454545,finished,didn't withdraw,F,London Region,A Level or Equivalent,0-10%,0-35
11569,588672,9328,29920,80.63573897767256,-16.09090909090909,79.18181818181819,finished,didn't withdraw,F,Scotland,HE Qualification,30-40%,0-35
11570,588676,7020,28848,62.20784321591416,0.2,68.79,finished,didn't withdraw,M,Scotland,HE Qualification,80-90%,0-35
11571,588685,156,380,19.8258724244686,0.5,74.5,finished,didn't withdraw,F,Scotland,HE Qualification,50-60%,35-55
11572,588707,8491,27992,74.23301311703273,-3.042016806722689,89.66386554621849,finished,didn't withdraw,F,Wales,A Level or Equivalent,60-70%,0-35
11573,588710,1370,4542,52.67826876426369,-0.4444444444444444,73.77777777777777,unfinished,normal withdrawal,M,North Western Region,Lower Than A Level,40-50%,0-35
11574,588752,2214,4908,72.94746968424151,0.16666666666666666,60.666666666666664,finished,didn't withdraw,M,North Region,A Level or Equivalent,30-40%,35-55
11575,588765,7984,44024,64.05152282153468,0.77,79.06,finished,didn't withdraw,M,South West Region,A Level or Equivalent,60-70%,0-35
11576,588775,8665,35335,72.27617487488844,-1.2,82.8,finished,didn't withdraw,M,South West Region,A Level or Equivalent,90-100%,0-35
11577,588781,1064,3283,62.65879826488855,-39.57142857142857,91.85714285714286,finished,didn't withdraw,F,Yorkshire Region,Lower Than A Level,50-60%,0-35
11578,588824,6301,15156,82.45044122426064,-1.1025641025641026,70.8974358974359,unfinished,normal withdrawal,F,Scotland,HE Qualification,20-30%,0-35
11579,588835,1040,3524,49.440873778686395,1.75,36.5,finished,didn't withdraw,M,Scotland,Lower Than A Level,50-60%,0-35
11580,588842,2485,9845,77.93441298471893,2.6,76.0,finished,didn't withdraw,M,London Region,A Level or Equivalent,30-40%,0-35
11581,588846,441,1689,79.50471684120383,2.0,42.666666666666664,finished,didn't withdraw,M,North Western Region,HE Qualification,90-100%,0-35
11582,588850,3458,9107,79.06233322235192,-4.142857142857143,80.85714285714286,finished,didn't withdraw,M,East Anglian Region,A Level or Equivalent,80-90%,0-35
11583,588883,5533,13156,61.361818154881355,-0.9090909090909091,89.45454545454545,finished,didn't withdraw,F,South West Region,A Level or Equivalent,30-40%,0-35
11584,588884,2706,5682,63.25263809846269,-5.666666666666667,79.66666666666667,unfinished,late withdrawal,M,South Region,A Level or Equivalent,10-20,0-35
11585,588910,4444,9977,61.45146293336489,2.1818181818181817,92.27272727272727,finished,didn't withdraw,F,Wales,HE Qualification,90-100%,35-55
11586,588913,4626,21384,81.33453059842061,-84.0,75.66666666666667,unfinished,late withdrawal,M,North Western Region,HE Qualification,0-10%,0-35
11587,588914,522,1617,32.42861983827533,-1.0,42.0,finished,didn't withdraw,M,North Western Region,Lower Than A Level,40-50%,0-35
11588,588925,224,714,14.459137825841022,-1.0,62.0,finished,didn't withdraw,M,North Western Region,A Level or Equivalent,20-30%,0-35
11589,588940,93,672,68.66971247766153,-53.666666666666664,68.66666666666667,finished,didn't withdraw,M,South Region,A Level or Equivalent,60-70%,35-55
11590,588942,552,2744,49.440873778686395,3.0,78.5,finished,didn't withdraw,M,West Midlands Region,HE Qualification,90-100%,0-35
11591,588944,3267,9106,75.36512070559814,-19.134615384615383,86.32692307692308,finished,didn't withdraw,M,North Western Region,A Level or Equivalent,20-30%,0-35
11592,588956,297,852,82.40645320247539,2.0,72.0,finished,didn't withdraw,M,South East Region,HE Qualification,70-80%,0-35
11593,588963,3,3,0.0,-1.0,50.0,finished,didn't withdraw,F,North Region,A Level or Equivalent,80-90%,0-35
11594,588971,4848,19956,79.38366554361285,-1.0,66.25,finished,didn't withdraw,M,South West Region,A Level or Equivalent,50-60%,0-35
11595,588991,15,37,0.0,-1.0,100.0,finished,didn't withdraw,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35
11596,589003,13764,56148,79.23569958917174,-59.166666666666664,70.08333333333333,finished,didn't withdraw,M,South East Region,A Level or Equivalent,30-40%,0-35
11597,589009,560,1659,19.8334528929921,-7.285714285714286,78.28571428571429,finished,didn't withdraw,F,South West Region,Lower Than A Level,20-30%,0-35
11598,589014,9120,31332,79.2697721341089,-28.25,83.83333333333333,finished,didn't withdraw,M,Scotland,HE Qualification,60-70%,0-35
11599,589016,4704,24588,74.74955640808918,-53.083333333333336,92.5,finished,didn't withdraw,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35
11600,589018,214,926,18.278153875348274,-0.5,59.0,unfinished,late withdrawal,M,Scotland,Lower Than A Level,20-30%,0-35
11601,589019,4452,10269,78.9986503016501,-4.571428571428571,74.28571428571429,finished,didn't withdraw,M,West Midlands Region,A Level or Equivalent,70-80%,0-35
11602,589029,5400,23960,79.76376886487631,-41.7,73.6,finished,didn't withdraw,M,South Region,Lower Than A Level,90-100%,0-35
11603,589033,2908,10596,46.22804622806934,-6.25,80.25,finished,didn't withdraw,M,Scotland,HE Qualification,0-10%,0-35
11604,589048,1044,3192,64.4704192583668,-54.666666666666664,77.5,finished,didn't withdraw,F,South West Region,Lower Than A Level,10-20,0-35
11605,589053,1269,5094,56.86284945198175,-9.222222222222221,78.55555555555556,finished,didn't withdraw,F,London Region,Lower Than A Level,30-40%,35-55
11606,589055,588,2397,54.01362110030965,0.0,50.0,finished,didn't withdraw,F,North Region,Lower Than A Level,10-20,0-35
11607,589067,2277,5654,61.40098944399996,0.6363636363636364,71.36363636363636,finished,didn't withdraw,F,South West Region,Lower Than A Level,40-50%,35-55
11608,589080,16164,78672,80.00069832097452,-54.75,89.91666666666667,finished,didn't withdraw,M,North Region,HE Qualification,10-20,0-35
11609,589099,636,1952,103.42823598998486,-105.5,84.5,finished,didn't withdraw,M,East Midlands Region,Lower Than A Level,40-50%,0-35
11610,589123,3542,11088,61.361818154881355,0.7272727272727273,80.27272727272727,finished,didn't withdraw,F,South West Region,HE Qualification,50-60%,35-55
11611,589126,1784,5768,60.692677184564765,-49.625,90.0,finished,didn't withdraw,F,South Region,A Level or Equivalent,70-80%,35-55
11612,589133,1700,4325,66.4121711028049,0.0,64.8,finished,didn't withdraw,F,South Region,Lower Than A Level,90-100%,0-35
11613,589147,1044,2736,58.62405542278559,-20.333333333333332,82.22222222222223,finished,didn't withdraw,M,South East Region,A Level or Equivalent,60-70%,35-55
11614,589154,15,33,0.0,0.0,49.0,unfinished,normal withdrawal,F,East Anglian Region,HE Qualification,20-30%,35-55
11615,589162,13104,58620,80.01666493091716,-59.333333333333336,86.58333333333333,finished,didn't withdraw,M,London Region,A Level or Equivalent,0-10%,0-35
11616,589171,142,448,14.622523100278618,-1.5,61.0,finished,didn't withdraw,F,Scotland,Lower Than A Level,50-60%,0-35
11617,589198,89,297,0.0,-132.0,80.0,finished,didn't withdraw,M,South Region,Lower Than A Level,80-90%,0-35
11618,589211,1380,7388,49.440873778686395,-1.0,78.25,finished,didn't withdraw,M,Scotland,A Level or Equivalent,70-80%,35-55
11619,589220,7392,22547,79.06233322235192,-4.0,81.57142857142857,finished,didn't withdraw,F,South East Region,HE Qualification,60-70%,35-55
11620,589223,1056,3996,46.145422308177004,-0.5,77.5,finished,didn't withdraw,M,London Region,A Level or Equivalent,30-40%,0-35
11621,589260,2180,8860,46.145422308177004,-1.5,89.75,finished,didn't withdraw,M,North Western Region,Lower Than A Level,20-30%,35-55
11622,589263,3576,14184,79.31630561163236,-27.416666666666668,79.0,finished,didn't withdraw,M,North Region,A Level or Equivalent,60-70%,0-35
11623,589279,2220,6012,61.78866904733836,0.16666666666666666,82.16666666666667,finished,didn't withdraw,M,South East Region,A Level or Equivalent,80-90%,35-55
11624,589295,6120,23532,79.34659635385235,-2.25,72.33333333333333,finished,didn't withdraw,M,North Region,A Level or Equivalent,10-20,0-35
11625,589296,15543,67089,61.361818154881355,-0.09090909090909091,87.27272727272727,finished,didn't withdraw,M,North Western Region,Lower Than A Level,80-90%,35-55
11626,589302,4587,10439,61.361818154881355,-0.2727272727272727,86.63636363636364,finished,didn't withdraw,F,Wales,A Level or Equivalent,10-20,35-55
11627,589303,8256,45228,79.25151351999266,-27.833333333333332,75.0,finished,didn't withdraw,M,North Region,HE Qualification,10-20,35-55
11628,589326,13344,48432,79.25151351999266,-51.333333333333336,95.58333333333333,finished,didn't withdraw,M,North Region,A Level or Equivalent,10-20,0-35
11629,589327,2437,10352,50.85051969779025,0.62,57.14,unfinished,late withdrawal,M,Scotland,HE Qualification,70-80%,0-35
11630,589332,19224,72204,80.03509982689516,-89.16666666666667,79.83333333333333,finished,didn't withdraw,F,Scotland,A Level or Equivalent,40-50%,35-55
11631,589333,2400,5120,54.81768200927112,-0.7,79.0,finished,didn't withdraw,F,South Region,A Level or Equivalent,40-50%,0-35
11632,589377,1278,3951,58.54520662392433,-29.444444444444443,92.33333333333333,finished,didn't withdraw,F,North Western Region,A Level or Equivalent,20-30%,0-35
11633,589380,2392,9412,49.440873778686395,-0.75,88.5,finished,didn't withdraw,M,Wales,HE Qualification,10-20,0-35
11634,589389,3663,12969,83.64326898938688,-14.0,69.81818181818181,finished,didn't withdraw,M,South West Region,Lower Than A Level,40-50%,0-35
11635,589390,1644,6568,72.59387693009607,2.0,86.5,finished,didn't withdraw,F,South West Region,Lower Than A Level,30-40%,0-35
11636,589395,900,3096,58.734980887014686,-37.22222222222222,80.88888888888889,finished,didn't withdraw,M,North Region,Lower Than A Level,30-40%,0-35
11637,589409,16020,80796,79.25151351999266,-64.83333333333333,92.66666666666667,finished,didn't withdraw,M,Wales,A Level or Equivalent,60-70%,35-55
11638,589411,7018,22627,61.40098944399996,-4.2727272727272725,84.36363636363636,finished,didn't withdraw,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35
11639,589438,1064,3220,75.8313068381008,3.25,100.0,finished,didn't withdraw,F,South West Region,HE Qualification,30-40%,0-35
11640,589441,2962,11321,54.74353618867676,1.9545454545454546,53.54545454545455,unfinished,late withdrawal,M,South Region,Lower Than A Level,70-80%,0-35
11641,589444,1800,4810,61.80394434202305,1.4,87.2,finished,didn't withdraw,F,South West Region,A Level or Equivalent,40-50%,0-35
11642,589449,16080,71964,74.67359139211564,-26.666666666666668,92.66666666666667,finished,didn't withdraw,M,North Western Region,A Level or Equivalent,50-60%,0-35
11643,589454,12192,54924,74.70570216177525,-26.333333333333332,79.41666666666667,finished,didn't withdraw,M,North Western Region,A Level or Equivalent,0-10%,0-35
11644,589458,5607,18067,79.06233322235192,-11.714285714285714,74.14285714285714,finished,didn't withdraw,F,West Midlands Region,A Level or Equivalent,40-50%,0-35
11645,589463,4225,30975,49.735390728424875,3.4,65.0,finished,didn't withdraw,F,South East Region,HE Qualification,80-90%,35-55
11646,589469,230,792,14.528486606557582,-1.0,81.0,unfinished,late withdrawal,M,South Region,A Level or Equivalent,90-100%,0-35
11647,589471,399,813,15.49516053482506,-0.6666666666666666,84.0,unfinished,late withdrawal,F,South Region,Lower Than A Level,90-100%,35-55
11648,589474,915,2523,32.366436425664034,1.3333333333333333,30.333333333333332,finished,didn't withdraw,M,London Region,Lower Than A Level,0-10%,0-35
11649,589490,380,1532,84.55160766640904,-57.0,66.5,finished,didn't withdraw,M,West Midlands Region,Lower Than A Level,70-80%,0-35
11650,589493,1233,3114,58.62405542278559,-52.888888888888886,80.88888888888889,finished,didn't withdraw,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35
11651,589503,2828,5586,79.06233322235192,-2.857142857142857,78.42857142857143,finished,didn't withdraw,F,North Region,Lower Than A Level,10-20,0-35
11652,589506,584,2192,49.52939824308973,-0.5,53.0,finished,didn't withdraw,M,North Region,A Level or Equivalent,40-50%,0-35
11653,589507,1413,4959,58.54520662392433,-21.11111111111111,63.55555555555556,finished,didn't withdraw,F,South West Region,Lower Than A Level,80-90%,0-35
11654,589508,6072,18150,61.45146293336489,0.7272727272727273,93.81818181818181,finished,didn't withdraw,F,South East Region,HE Qualification,20-30%,35-55
11655,589509,1539,3141,50.00580611450325,0.1111111111111111,79.33333333333333,finished,didn't withdraw,F,Scotland,HE Qualification,20-30%,0-35
11656,589517,446,2180,18.07392228230128,-0.5,95.0,unfinished,late withdrawal,F,West Midlands Region,A Level or Equivalent,40-50%,0-35
11657,589523,3120,14232,71.87143762371316,5.0,48.333333333333336,finished,didn't withdraw,M,East Anglian Region,Lower Than A Level,80-90%,0-35
11658,589525,3552,12280,67.77339001677721,0.125,98.375,finished,didn't withdraw,F,East Midlands Region,A Level or Equivalent,60-70%,0-35
11659,589531,1078,2184,79.06233322235192,-4.571428571428571,70.42857142857143,finished,didn't withdraw,F,West Midlands Region,A Level or Equivalent,10-20,0-35
11660,589548,11748,40704,74.70570216177525,-57.416666666666664,88.5,finished,didn't withdraw,M,Scotland,Lower Than A Level,0-10%,0-35
11661,589554,1025,3525,66.29042549886456,-1.0,79.4,finished,didn't withdraw,F,Yorkshire Region,A Level or Equivalent,90-100%,0-35
11662,589557,1554,5306,79.06233322235192,-2.857142857142857,62.857142857142854,finished,didn't withdraw,F,Wales,A Level or Equivalent,50-60%,0-35
11663,589558,816,3328,60.60064881140826,-45.0,87.375,finished,didn't withdraw,F,London Region,Lower Than A Level,30-40%,0-35
11664,589559,7020,35244,79.2697721341089,-19.75,84.91666666666667,finished,didn't withdraw,M,East Anglian Region,A Level or Equivalent,20-30%,0-35
11665,589562,1494,6507,58.54520662392433,-9.444444444444445,92.22222222222223,finished,didn't withdraw,M,London Region,No Formal quals,10-20,35-55
11666,589565,32496,129496,77.16585022225586,-51.17857142857143,95.71428571428571,finished,didn't withdraw,F,South Region,Lower Than A Level,80-90%,35-55
11667,589569,578,1278,14.405881151970743,0.0,62.5,unfinished,late withdrawal,M,East Anglian Region,Lower Than A Level,40-50%,0-35
11668,589578,10548,50268,79.25151351999266,-20.5,87.91666666666667,finished,didn't withdraw,M,North Region,Lower Than A Level,10-20,35-55
11669,589582,639,1950,26.263458088553964,2.3333333333333335,56.666666666666664,unfinished,late withdrawal,M,Scotland,A Level or Equivalent,20-30%,0-35
11670,589583,22464,113664,79.23569958917174,-31.0,89.25,finished,didn't withdraw,M,Wales,HE Qualification,30-40%,0-35
11671,589584,870,2082,84.31837671873355,0.16666666666666666,45.666666666666664,finished,didn't withdraw,M,West Midlands Region,A Level or Equivalent,10-20,0-35
11672,589585,2586,6684,61.78866904733836,-0.3333333333333333,52.5,finished,didn't withdraw,F,East Midlands Region,Lower Than A Level,40-50%,0-35
11673,589587,6228,24132,79.2697721341089,-41.166666666666664,79.75,finished,didn't withdraw,M,North Region,Lower Than A Level,10-20,0-35
11674,589594,470,1158,14.363696929192157,-1.0,48.0,unfinished,late withdrawal,M,Scotland,A Level or Equivalent,80-90%,0-35
11675,589605,12084,56988,79.25151351999266,-75.41666666666667,83.0,finished,didn't withdraw,M,London Region,A Level or Equivalent,50-60%,0-35
11676,589621,2395,9180,66.19619599067883,-2.8,82.8,finished,didn't withdraw,F,South East Region,A Level or Equivalent,90-100%,35-55
11677,589634,1944,4848,75.8313068381008,3.25,82.5,finished,didn't withdraw,M,South West Region,A Level or Equivalent,60-70%,0-35
11678,589690,1386,5994,58.62405542278559,-43.77777777777778,93.33333333333333,finished,didn't withdraw,F,East Midlands Region,A Level or Equivalent,30-40%,0-35
11679,589691,28,55,0.0,-3.0,45.0,finished,didn't withdraw,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35
11680,589702,1424,3976,60.60064881140826,-40.125,75.75,finished,didn't withdraw,F,Yorkshire Region,Lower Than A Level,0-10%,0-35
11681,589707,2910,10470,81.95775837163539,0.6,70.5,finished,didn't withdraw,M,North Region,Lower Than A Level,10-20,0-35
11682,589722,38,230,0.0,2.0,10.0,unfinished,normal withdrawal,M,Ireland,A Level or Equivalent,50-60%,0-35
11683,589723,3246,6634,88.40671660560416,-5.262295081967213,67.1639344262295,unfinished,normal withdrawal,F,South Region,A Level or Equivalent,60-70%,0-35
11684,589734,1659,5243,62.65879826488855,-11.285714285714286,50.714285714285715,finished,didn't withdraw,F,West Midlands Region,A Level or Equivalent,0-10%,0-35
11685,589744,1125,2340,58.62405542278559,-27.666666666666668,60.333333333333336,finished,didn't withdraw,M,West Midlands Region,Lower Than A Level,10-20,0-35
11686,589748,1908,5157,58.62405542278559,-44.44444444444444,86.11111111111111,finished,didn't withdraw,F,South East Region,Lower Than A Level,50-60%,35-55
11687,589778,968,4152,75.8313068381008,3.25,83.5,finished,didn't withdraw,M,South East Region,A Level or Equivalent,10-20,0-35
11688,589782,13512,47944,81.11852597285258,-43.43103448275862,82.28448275862068,finished,didn't withdraw,M,North Western Region,HE Qualification,30-40%,0-35
11689,589798,742,3297,92.273558592831,-76.4,65.55,unfinished,late withdrawal,M,East Anglian Region,Lower Than A Level,30-40%,0-35
11690,589828,5580,22180,84.67584227438518,-12.702127659574469,61.63297872340426,finished,didn't withdraw,M,East Anglian Region,Lower Than A Level,60-70%,0-35
11691,589843,100,190,0.0,3.0,78.0,finished,didn't withdraw,M,London Region,Lower Than A Level,30-40%,0-35
11692,589845,42,118,87.73513860167171,-58.0,80.0,finished,didn't withdraw,F,East Anglian Region,Lower Than A Level,80-90%,0-35
11693,589856,1297,5796,40.437475118253786,-0.7575757575757576,89.72727272727273,unfinished,late withdrawal,M,East Anglian Region,A Level or Equivalent,90-100%,0-35
11694,589860,11124,46872,79.25151351999266,-43.083333333333336,76.0,finished,didn't withdraw,M,North Region,HE Qualification,10-20,0-35
11695,589862,2920,8120,61.748038456007315,1.0,85.2,finished,didn't withdraw,F,North Western Region,Lower Than A Level,40-50%,0-35
11696,589875,3983,7819,79.06233322235192,-4.428571428571429,64.28571428571429,finished,didn't withdraw,M,South Region,Lower Than A Level,80-90%,0-35
11697,589894,2072,5947,53.42713574965985,-0.5531914893617021,74.04255319148936,unfinished,normal withdrawal,M,Scotland,A Level or Equivalent,80-90%,0-35
11698,589902,3696,15132,49.37039494915853,-0.25,89.0,finished,didn't withdraw,M,South East Region,Lower Than A Level,60-70%,0-35
11699,589903,2420,5500,61.45146293336489,2.090909090909091,90.45454545454545,finished,didn't withdraw,F,West Midlands Region,A Level or Equivalent,80-90%,0-35
11700,589914,2736,7137,58.54520662392433,-31.666666666666668,92.22222222222223,finished,didn't withdraw,M,North Region,Lower Than A Level,10-20,0-35
11701,589919,44,137,0.0,-2.0,68.0,finished,didn't withdraw,F,West Midlands Region,Lower Than A Level,60-70%,0-35
11702,589932,218,495,0.0,-1.0,66.0,finished,didn't withdraw,F,East Anglian Region,Lower Than A Level,40-50%,0-35
11703,589935,144,237,38.56545238483608,-1.0,72.0,unfinished,late withdrawal,F,London Region,A Level or Equivalent,80-90%,0-35
11704,589948,6576,28704,79.2697721341089,-78.5,80.83333333333333,finished,didn't withdraw,M,London Region,Lower Than A Level,20-30%,0-35
11705,589950,1276,2937,61.45146293336489,5.090909090909091,61.45454545454545,finished,didn't withdraw,F,Wales,Lower Than A Level,10-20,0-35
11706,589956,7164,16798,75.13875595745833,-3.252173913043478,85.12173913043478,finished,didn't withdraw,M,South Region,Lower Than A Level,90-100%,35-55
11707,589963,2751,5250,74.29688856048807,-0.8571428571428571,53.0,finished,didn't withdraw,M,Scotland,Lower Than A Level,30-40%,0-35
11708,589968,33,72,0.0,17.0,1.0,unfinished,normal withdrawal,F,East Midlands Region,Lower Than A Level,0-10%,0-35
11709,589973,462,1211,62.82328155932601,-22.714285714285715,63.142857142857146,finished,didn't withdraw,F,London Region,Lower Than A Level,30-40%,0-35
11710,589990,840,3342,41.073105555825705,-35.666666666666664,74.66666666666667,finished,didn't withdraw,F,South East Region,Lower Than A Level,60-70%,35-55
11711,589997,1474,4202,58.957206116895065,0.36363636363636365,94.0,finished,didn't withdraw,F,South West Region,A Level or Equivalent,80-90%,35-55
11712,590017,520,3856,49.52939824308973,-3.0,89.5,finished,didn't withdraw,M,East Anglian Region,HE Qualification,80-90%,0-35
11713,590018,13428,59352,74.67359139211564,-50.083333333333336,76.0,finished,didn't withdraw,F,North Western Region,Lower Than A Level,0-10%,0-35
11714,590028,22,43,0.0,-1.0,60.0,unfinished,late withdrawal,F,East Anglian Region,HE Qualification,60-70%,0-35
11715,590034,1116,4284,58.62405542278559,-37.22222222222222,83.33333333333333,finished,didn't withdraw,F,South Region,Lower Than A Level,70-80%,0-35
11716,590046,1719,7353,58.54520662392433,-47.333333333333336,88.88888888888889,finished,didn't withdraw,F,East Midlands Region,Lower Than A Level,70-80%,0-35
11717,590086,645,2945,66.4121711028049,-14.0,79.4,finished,didn't withdraw,F,Scotland,A Level or Equivalent,90-100%,0-35
11718,590107,47,87,0.0,-1.0,58.0,unfinished,normal withdrawal,F,London Region,Lower Than A Level,20-30%,0-35
11719,590110,342,746,10.844353369380768,-2.0,60.0,unfinished,normal withdrawal,F,East Midlands Region,A Level or Equivalent,10-20,0-35
11720,590120,10476,46632,80.05662331789254,-54.916666666666664,84.66666666666667,finished,didn't withdraw,F,Scotland,HE Qualification,40-50%,0-35
11721,590122,445,2995,66.80631207702858,-3.0,71.6,finished,didn't withdraw,F,Scotland,A Level or Equivalent,60-70%,0-35
11722,590127,2208,4068,61.78866904733836,-1.8333333333333333,86.66666666666667,finished,didn't withdraw,F,South Region,A Level or Equivalent,10-20,0-35
11723,590128,39,100,0.0,7.0,82.0,finished,didn't withdraw,M,South Region,HE Qualification,20-30%,0-35
11724,590147,592,1648,37.338375102823484,-33.25,63.75,finished,didn't withdraw,F,East Midlands Region,Lower Than A Level,10-20,0-35
11725,590188,2943,10377,82.9728871379079,-8.88888888888889,70.88888888888889,finished,didn't withdraw,M,West Midlands Region,Lower Than A Level,10-20,0-35
11726,590189,2277,13266,85.18025005833219,1.2222222222222223,65.77777777777777,finished,didn't withdraw,M,London Region,A Level or Equivalent,0-10%,0-35
11727,590202,5090,29380,63.927490570433875,1.5,86.4,finished,didn't withdraw,F,Scotland,HE Qualification,50-60%,0-35
11728,590213,380,1615,70.9684728448558,-51.8,67.8,finished,didn't withdraw,F,West Midlands Region,Lower Than A Level,0-10%,35-55
11729,590215,3762,9675,58.54520662392433,-47.888888888888886,88.33333333333333,finished,didn't withdraw,F,North Western Region,HE Qualification,50-60%,0-35
11730,590226,10668,47136,79.25151351999266,-30.666666666666668,81.66666666666667,finished,didn't withdraw,M,North Region,A Level or Equivalent,40-50%,0-35
11731,590227,1824,5160,61.78866904733836,-0.16666666666666666,84.66666666666667,unfinished,late withdrawal,F,East Anglian Region,HE Qualification,30-40%,0-35
11732,590231,3223,8393,61.361818154881355,-3.727272727272727,67.0909090909091,finished,didn't withdraw,F,Scotland,Lower Than A Level,30-40%,0-35
11733,590241,12876,52380,79.25151351999266,-62.166666666666664,86.25,finished,didn't withdraw,M,West Midlands Region,A Level or Equivalent,0-10%,35-55
11734,590248,792,2376,61.72227018154498,-3.5,59.375,unfinished,didn't withdraw,F,Yorkshire Region,Lower Than A Level,30-40%,0-35
11735,590251,5,8,0.0,-1.0,61.0,finished,didn't withdraw,M,East Anglian Region,A Level or Equivalent,40-50%,0-35
11736,590289,5100,23388,79.2910898088614,-13.916666666666666,62.666666666666664,finished,didn't withdraw,M,London Region,A Level or Equivalent,10-20,0-35
11737,590308,472,912,46.98587795575099,4.25,74.5,finished,didn't withdraw,F,East Midlands Region,A Level or Equivalent,60-70%,0-35
11738,590325,2123,4213,61.361818154881355,1.3636363636363635,82.0909090909091,finished,didn't withdraw,F,Scotland,Lower Than A Level,80-90%,0-35
11739,590328,5724,25968,79.2910898088614,-8.166666666666666,75.91666666666667,finished,didn't withdraw,M,South East Region,HE Qualification,70-80%,0-35
11740,590340,6840,20112,61.78866904733836,-1.3333333333333333,91.33333333333333,finished,didn't withdraw,F,North Region,Lower Than A Level,0-10%,0-35
